exposure_id,user_id,channel,campaign_id,exposed_at,ad_format
393,208,facebook,FACEBOOK_WELCOME,2023-10-23 15:04:42,video
394,209,google,GOOGLE_SUMMER24,2023-07-07 06:04:32,display
395,212,google,GOOGLE_WELCOME,2024-04-08 14:23:52,social
396,212,google,GOOGLE_SUMMER24,2024-05-29 04:31:56,display
397,213,google,GOOGLE_BRAND,2023-11-02 11:04:37,search
398,213,email,EMAIL_WELCOME,2023-10-30 03:54:12,social
399,213,facebook,FACEBOOK_SPRING24,2023-09-09 17:02:44,display
400,213,google,GOOGLE_BRAND,2023-10-30 00:48:43,video
401,213,facebook,FACEBOOK_SUMMER24,2023-09-01 04:44:13,social
402,214,facebook,FACEBOOK_SPRING24,2023-10-27 21:08:23,search
403,214,facebook,FACEBOOK_RETARGET,2023-09-02 00:13:52,search
404,214,google,GOOGLE_WELCOME,2023-10-04 18:33:01,display
405,214,google,GOOGLE_SPRING24,2023-10-04 07:21:31,video
406,214,google,GOOGLE_BRAND,2023-10-24 08:36:18,display
407,217,google,GOOGLE_SPRING24,2023-08-29 22:00:52,video
408,220,instagram,INSTAGRAM_BRAND,2024-03-24 23:14:56,social
409,220,google,GOOGLE_RETARGET,2024-04-09 06:04:45,display
410,221,email,EMAIL_WELCOME,2023-12-30 12:50:42,display
411,221,email,EMAIL_RETARGET,2024-01-22 21:58:14,social
412,221,facebook,FACEBOOK_WELCOME,2024-01-26 08:51:25,search
413,221,facebook,FACEBOOK_SPRING24,2023-11-29 04:50:25,search
414,221,facebook,FACEBOOK_SPRING24,2024-01-26 19:58:47,search
415,222,email,EMAIL_BRAND,2023-11-12 05:58:25,display
416,222,google,GOOGLE_WELCOME,2023-09-17 23:22:25,search
417,227,google,GOOGLE_RETARGET,2023-09-29 01:35:24,search
418,227,google,GOOGLE_SPRING24,2023-10-23 21:50:21,social
419,227,instagram,INSTAGRAM_RETARGET,2023-11-05 17:46:27,search
420,227,facebook,FACEBOOK_SUMMER24,2023-10-17 15:40:30,video
421,228,google,GOOGLE_RETARGET,2023-11-05 05:47:14,display
422,228,instagram,INSTAGRAM_BRAND,2024-01-10 13:06:58,display
423,228,email,EMAIL_SPRING24,2023-11-02 01:16:16,social
424,228,google,GOOGLE_BRAND,2024-01-02 04:11:49,search
425,229,instagram,INSTAGRAM_SUMMER24,2023-11-23 21:43:40,display
426,229,email,EMAIL_WELCOME,2024-01-14 23:42:30,search
427,230,facebook,FACEBOOK_BRAND,2024-02-08 14:15:20,video
428,230,email,EMAIL_WELCOME,2023-12-26 21:29:05,display
429,230,email,EMAIL_SUMMER24,2024-01-28 08:36:33,video
430,230,instagram,INSTAGRAM_BRAND,2024-01-23 04:42:43,video
431,230,instagram,INSTAGRAM_BRAND,2024-02-07 20:33:47,social
432,232,google,GOOGLE_BRAND,2024-01-28 12:53:35,search
433,236,facebook,FACEBOOK_RETARGET,2024-01-21 11:16:44,search
434,236,facebook,FACEBOOK_BRAND,2024-01-01 05:50:05,search
435,237,facebook,FACEBOOK_SUMMER24,2023-11-30 13:40:34,video
436,237,google,GOOGLE_SPRING24,2023-11-20 13:37:47,social
437,237,facebook,FACEBOOK_RETARGET,2023-12-06 09:22:20,social
438,237,instagram,INSTAGRAM_BRAND,2023-11-11 13:07:33,social
439,237,email,EMAIL_WELCOME,2023-11-09 01:17:09,search
440,240,email,EMAIL_SPRING24,2023-10-07 12:48:25,video
441,240,email,EMAIL_SUMMER24,2023-09-18 20:43:19,display
442,240,instagram,INSTAGRAM_WELCOME,2023-10-29 12:32:38,video
443,240,email,EMAIL_RETARGET,2023-11-09 22:50:56,search
444,241,instagram,INSTAGRAM_SPRING24,2023-07-20 10:25:22,display
445,241,instagram,INSTAGRAM_WELCOME,2023-06-26 09:50:27,display
446,241,email,EMAIL_SUMMER24,2023-07-21 13:16:09,display
447,246,google,GOOGLE_SPRING24,2023-08-22 21:28:35,social
448,246,google,GOOGLE_SUMMER24,2023-08-23 10:17:43,search
449,246,google,GOOGLE_BRAND,2023-07-24 06:35:09,video
450,246,google,GOOGLE_WELCOME,2023-08-24 16:29:24,social
451,246,instagram,INSTAGRAM_RETARGET,2023-08-18 20:57:05,social
452,248,facebook,FACEBOOK_RETARGET,2023-12-14 09:45:47,social
453,248,email,EMAIL_RETARGET,2023-11-18 06:14:37,display
454,248,google,GOOGLE_SUMMER24,2023-11-21 16:49:57,social
455,248,instagram,INSTAGRAM_WELCOME,2023-12-31 11:35:55,social
456,251,google,GOOGLE_SPRING24,2024-05-27 10:59:52,video
457,251,google,GOOGLE_SPRING24,2024-04-16 23:12:36,search
458,251,facebook,FACEBOOK_SUMMER24,2024-06-17 18:33:26,search
459,251,facebook,FACEBOOK_BRAND,2024-04-30 20:10:08,search
460,253,facebook,FACEBOOK_SPRING24,2023-12-19 21:20:10,search
461,253,facebook,FACEBOOK_RETARGET,2023-12-25 09:35:11,video
462,253,instagram,INSTAGRAM_SPRING24,2023-12-05 03:21:39,social
463,256,instagram,INSTAGRAM_SPRING24,2023-10-20 20:31:28,display
464,256,instagram,INSTAGRAM_SPRING24,2023-11-10 12:10:19,display
465,256,facebook,FACEBOOK_RETARGET,2023-10-08 19:28:39,social
466,256,google,GOOGLE_SUMMER24,2023-12-14 05:16:31,social
467,256,instagram,INSTAGRAM_BRAND,2023-11-22 06:49:39,social
468,257,google,GOOGLE_SPRING24,2024-01-26 10:06:57,search
469,257,email,EMAIL_BRAND,2023-12-29 04:47:17,social
470,257,instagram,INSTAGRAM_SPRING24,2024-02-19 14:37:52,social
471,257,instagram,INSTAGRAM_WELCOME,2023-12-30 00:38:44,social
472,259,instagram,INSTAGRAM_SUMMER24,2023-07-17 12:41:50,display
473,259,email,EMAIL_WELCOME,2023-08-26 14:04:06,search
474,259,email,EMAIL_WELCOME,2023-06-28 05:17:27,video
475,259,google,GOOGLE_SPRING24,2023-08-03 03:35:28,display
476,259,google,GOOGLE_RETARGET,2023-07-25 20:09:59,video
477,260,instagram,INSTAGRAM_WELCOME,2024-03-06 14:44:07,video
478,260,instagram,INSTAGRAM_SPRING24,2024-02-02 01:08:29,search
479,260,facebook,FACEBOOK_BRAND,2024-03-19 09:28:48,video
480,260,email,EMAIL_WELCOME,2024-01-26 01:32:08,search
481,264,google,GOOGLE_RETARGET,2024-05-22 10:26:30,display
482,265,instagram,INSTAGRAM_RETARGET,2023-12-15 23:47:03,search
483,265,facebook,FACEBOOK_SPRING24,2023-11-25 16:49:52,social
484,265,instagram,INSTAGRAM_BRAND,2024-01-12 09:50:39,social
485,265,instagram,INSTAGRAM_SUMMER24,2023-11-27 03:42:49,video
486,265,instagram,INSTAGRAM_SUMMER24,2023-12-18 20:32:46,video
487,267,instagram,INSTAGRAM_RETARGET,2024-01-05 09:38:54,search
488,267,google,GOOGLE_SUMMER24,2024-01-15 07:06:27,display
489,267,email,EMAIL_WELCOME,2023-12-04 00:53:05,search
490,267,email,EMAIL_RETARGET,2023-12-17 04:23:03,display
491,267,instagram,INSTAGRAM_BRAND,2023-11-28 15:00:58,video
492,270,google,GOOGLE_BRAND,2023-08-25 03:16:27,social
493,270,google,GOOGLE_RETARGET,2023-07-17 17:05:15,display
494,270,email,EMAIL_SPRING24,2023-07-21 21:18:23,display
495,270,email,EMAIL_WELCOME,2023-08-08 19:41:46,social
496,270,google,GOOGLE_SPRING24,2023-08-16 16:44:16,video
497,271,instagram,INSTAGRAM_WELCOME,2023-12-26 22:22:19,video
498,271,instagram,INSTAGRAM_RETARGET,2024-01-22 12:47:12,video
499,271,instagram,INSTAGRAM_SUMMER24,2024-01-22 13:17:14,video
500,271,email,EMAIL_WELCOME,2023-12-30 18:33:55,search
501,271,google,GOOGLE_SPRING24,2023-12-27 00:44:10,search
502,272,facebook,FACEBOOK_WELCOME,2023-11-03 18:24:48,video
503,273,google,GOOGLE_BRAND,2023-12-05 13:31:07,display
504,274,facebook,FACEBOOK_RETARGET,2024-07-12 04:15:26,search
505,274,google,GOOGLE_BRAND,2024-06-24 09:22:10,search
506,276,email,EMAIL_WELCOME,2024-05-28 18:12:58,video
507,277,instagram,INSTAGRAM_RETARGET,2024-06-27 23:39:58,display
508,277,instagram,INSTAGRAM_RETARGET,2024-06-12 07:59:16,video
509,280,email,EMAIL_SPRING24,2024-02-13 16:03:40,display
510,281,google,GOOGLE_BRAND,2024-05-24 01:44:42,search
511,281,email,EMAIL_BRAND,2024-06-15 00:46:25,video
512,282,google,GOOGLE_BRAND,2024-03-06 15:08:55,video
513,282,instagram,INSTAGRAM_BRAND,2024-01-20 01:50:11,video
514,282,email,EMAIL_RETARGET,2024-02-27 20:33:44,social
515,282,email,EMAIL_RETARGET,2024-02-15 02:00:05,video
516,284,instagram,INSTAGRAM_WELCOME,2023-08-16 21:54:34,search
517,284,email,EMAIL_SUMMER24,2023-08-19 20:25:56,search
518,284,email,EMAIL_WELCOME,2023-09-03 19:48:42,social
519,284,facebook,FACEBOOK_BRAND,2023-07-28 19:50:01,display
520,285,email,EMAIL_RETARGET,2024-03-01 06:23:23,social
521,285,google,GOOGLE_SUMMER24,2024-02-04 06:00:43,social
522,285,facebook,FACEBOOK_SUMMER24,2024-03-07 07:47:16,display
523,285,email,EMAIL_SUMMER24,2024-02-21 23:03:31,search
524,285,facebook,FACEBOOK_SPRING24,2024-04-03 06:40:14,video
525,286,instagram,INSTAGRAM_WELCOME,2023-08-24 02:03:37,video
526,286,email,EMAIL_SUMMER24,2023-07-26 17:27:09,video
527,286,google,GOOGLE_RETARGET,2023-06-21 16:00:37,social
528,286,google,GOOGLE_RETARGET,2023-09-02 12:46:33,video
529,287,instagram,INSTAGRAM_SUMMER24,2023-10-16 06:35:34,video
530,287,email,EMAIL_RETARGET,2023-09-22 15:56:53,search
531,287,google,GOOGLE_SUMMER24,2023-10-02 00:25:13,social
532,287,facebook,FACEBOOK_RETARGET,2023-11-04 00:39:52,display
533,288,email,EMAIL_RETARGET,2023-09-16 23:03:03,video
534,288,facebook,FACEBOOK_RETARGET,2023-09-15 10:11:24,search
535,288,facebook,FACEBOOK_WELCOME,2023-09-18 23:04:05,video
536,289,email,EMAIL_SUMMER24,2024-04-16 03:09:05,video
537,289,facebook,FACEBOOK_SUMMER24,2024-03-24 15:01:14,search
538,289,facebook,FACEBOOK_SUMMER24,2024-04-13 21:35:52,social
539,291,facebook,FACEBOOK_RETARGET,2024-03-29 18:07:42,display
540,292,facebook,FACEBOOK_SUMMER24,2023-12-07 19:27:27,social
541,292,facebook,FACEBOOK_RETARGET,2023-11-10 19:17:12,display
542,292,facebook,FACEBOOK_SUMMER24,2023-12-03 10:22:32,video
543,292,facebook,FACEBOOK_SPRING24,2024-01-20 10:47:48,video
544,292,instagram,INSTAGRAM_WELCOME,2023-12-29 06:50:49,search
545,295,google,GOOGLE_WELCOME,2024-01-25 11:24:34,search
546,295,email,EMAIL_SPRING24,2023-12-24 14:24:15,social
547,295,google,GOOGLE_RETARGET,2024-02-14 09:49:48,search
548,295,email,EMAIL_BRAND,2024-01-27 19:11:51,display
549,298,instagram,INSTAGRAM_WELCOME,2023-11-14 01:01:34,social
550,298,facebook,FACEBOOK_SPRING24,2023-11-16 04:01:26,social
551,298,facebook,FACEBOOK_RETARGET,2023-10-24 00:25:16,video
552,299,facebook,FACEBOOK_SUMMER24,2024-05-21 02:34:46,search
553,300,instagram,INSTAGRAM_BRAND,2023-09-05 22:23:00,video
554,300,facebook,FACEBOOK_BRAND,2023-08-20 20:30:05,video
555,300,google,GOOGLE_SUMMER24,2023-09-26 00:41:17,search
556,300,email,EMAIL_BRAND,2023-09-23 21:18:27,video
557,300,facebook,FACEBOOK_SPRING24,2023-09-30 02:41:44,social
558,301,instagram,INSTAGRAM_BRAND,2024-02-12 17:54:53,search
559,301,instagram,INSTAGRAM_SPRING24,2024-03-08 02:25:10,display
560,302,email,EMAIL_RETARGET,2023-09-06 15:47:50,search
561,305,instagram,INSTAGRAM_RETARGET,2023-12-21 08:38:09,search
562,305,google,GOOGLE_WELCOME,2024-01-14 10:13:54,search
563,305,facebook,FACEBOOK_BRAND,2023-12-23 15:17:58,social
564,305,google,GOOGLE_SPRING24,2024-02-08 00:03:44,video
565,306,facebook,FACEBOOK_RETARGET,2023-10-12 07:58:41,search
566,306,facebook,FACEBOOK_SPRING24,2023-09-28 14:12:19,social
567,307,email,EMAIL_WELCOME,2024-01-12 16:55:15,video
568,307,email,EMAIL_SUMMER24,2024-02-13 19:37:07,social
569,307,instagram,INSTAGRAM_BRAND,2024-02-17 22:14:41,social
570,307,facebook,FACEBOOK_BRAND,2023-12-20 21:49:08,social
571,308,instagram,INSTAGRAM_RETARGET,2024-03-13 23:49:20,social
572,308,google,GOOGLE_RETARGET,2024-02-21 23:38:22,display
573,308,email,EMAIL_SUMMER24,2024-03-23 14:01:07,display
574,309,facebook,FACEBOOK_RETARGET,2023-07-29 22:27:36,video
575,310,facebook,FACEBOOK_WELCOME,2024-05-28 18:00:54,search
576,310,email,EMAIL_SUMMER24,2024-07-10 00:29:16,video
577,310,facebook,FACEBOOK_WELCOME,2024-05-23 18:09:42,search
578,310,facebook,FACEBOOK_BRAND,2024-06-02 06:15:42,display
579,311,google,GOOGLE_BRAND,2023-08-25 12:35:18,display
580,311,google,GOOGLE_WELCOME,2023-08-28 06:31:29,search
581,311,google,GOOGLE_RETARGET,2023-10-02 12:14:54,video
582,311,facebook,FACEBOOK_RETARGET,2023-11-05 10:46:08,social
583,312,facebook,FACEBOOK_RETARGET,2024-04-17 12:58:07,social
584,312,instagram,INSTAGRAM_WELCOME,2024-04-23 00:25:49,display
585,312,email,EMAIL_SPRING24,2024-04-10 10:13:18,display
586,312,facebook,FACEBOOK_RETARGET,2024-04-21 14:29:07,display
587,314,google,GOOGLE_SPRING24,2024-07-09 06:03:20,social
588,314,email,EMAIL_SUMMER24,2024-06-18 22:40:58,social
589,314,email,EMAIL_BRAND,2024-06-25 14:03:37,social
590,315,facebook,FACEBOOK_BRAND,2023-08-26 03:28:38,search
591,315,google,GOOGLE_WELCOME,2023-09-27 17:42:06,video
592,315,google,GOOGLE_WELCOME,2023-09-23 02:01:09,search
593,315,instagram,INSTAGRAM_SPRING24,2023-09-16 19:53:09,video
594,316,email,EMAIL_RETARGET,2024-02-21 02:39:14,display
595,316,facebook,FACEBOOK_RETARGET,2024-02-06 20:44:11,social
596,316,instagram,INSTAGRAM_WELCOME,2024-01-04 02:03:46,display
597,318,facebook,FACEBOOK_BRAND,2024-02-20 13:24:50,display
598,318,facebook,FACEBOOK_WELCOME,2024-01-29 19:41:35,display
599,318,facebook,FACEBOOK_SPRING24,2024-01-06 00:09:45,search
600,319,facebook,FACEBOOK_WELCOME,2024-04-23 17:47:35,video
601,319,facebook,FACEBOOK_WELCOME,2024-03-21 13:47:04,social
602,319,email,EMAIL_BRAND,2024-04-12 22:14:05,social
603,319,google,GOOGLE_SUMMER24,2024-03-09 18:58:51,display
604,319,instagram,INSTAGRAM_RETARGET,2024-04-28 05:33:41,display
605,321,google,GOOGLE_SUMMER24,2023-07-11 20:24:45,social
606,323,email,EMAIL_SPRING24,2023-09-17 00:10:55,social
607,323,google,GOOGLE_SUMMER24,2023-10-06 23:22:08,search
608,323,instagram,INSTAGRAM_RETARGET,2023-09-19 00:11:04,social
609,324,google,GOOGLE_RETARGET,2023-06-01 11:08:12,display
610,324,facebook,FACEBOOK_SPRING24,2023-06-07 15:39:17,social
611,324,facebook,FACEBOOK_BRAND,2023-05-24 20:48:38,search
612,324,instagram,INSTAGRAM_WELCOME,2023-07-27 09:50:34,search
613,324,google,GOOGLE_BRAND,2023-07-28 12:25:32,display
614,325,instagram,INSTAGRAM_BRAND,2023-12-10 22:43:31,video
615,325,facebook,FACEBOOK_WELCOME,2023-12-19 21:38:46,video
616,325,email,EMAIL_RETARGET,2024-01-20 20:09:25,display
617,326,instagram,INSTAGRAM_WELCOME,2023-10-08 15:29:07,display
618,326,facebook,FACEBOOK_BRAND,2023-08-22 02:22:18,social
619,328,google,GOOGLE_SPRING24,2024-04-16 10:07:22,display
620,328,instagram,INSTAGRAM_WELCOME,2024-05-03 04:46:15,search
621,328,google,GOOGLE_WELCOME,2024-04-24 11:47:43,display
622,328,google,GOOGLE_BRAND,2024-05-22 15:45:14,social
623,328,google,GOOGLE_SUMMER24,2024-06-13 06:57:32,search
624,331,google,GOOGLE_BRAND,2024-06-13 02:06:44,display
625,331,facebook,FACEBOOK_BRAND,2024-07-08 01:08:06,search
626,331,email,EMAIL_SPRING24,2024-07-02 03:19:08,search
627,333,google,GOOGLE_WELCOME,2023-12-24 20:07:59,video
628,333,facebook,FACEBOOK_SUMMER24,2024-02-20 02:08:16,social
629,333,email,EMAIL_SPRING24,2023-12-25 18:14:11,search
630,333,facebook,FACEBOOK_BRAND,2024-01-01 05:05:31,video
631,334,facebook,FACEBOOK_WELCOME,2024-03-01 10:39:07,social
632,334,facebook,FACEBOOK_SPRING24,2024-03-10 01:57:42,social
633,335,email,EMAIL_SPRING24,2023-10-17 23:20:25,search
634,336,instagram,INSTAGRAM_RETARGET,2023-10-07 13:12:42,video
635,336,email,EMAIL_WELCOME,2023-10-23 03:36:56,display
636,336,email,EMAIL_SPRING24,2023-09-21 08:02:49,display
637,336,facebook,FACEBOOK_RETARGET,2023-10-20 15:23:57,video
638,336,google,GOOGLE_SUMMER24,2023-10-23 14:01:26,display
639,338,email,EMAIL_WELCOME,2023-07-24 00:33:08,search
640,338,google,GOOGLE_SUMMER24,2023-09-20 07:27:03,display
641,338,email,EMAIL_SPRING24,2023-07-28 08:07:22,display
642,339,facebook,FACEBOOK_SUMMER24,2023-09-01 03:52:27,video
643,340,instagram,INSTAGRAM_BRAND,2023-08-08 23:18:07,search
644,340,facebook,FACEBOOK_SPRING24,2023-09-02 20:26:17,search
645,342,instagram,INSTAGRAM_BRAND,2023-07-26 03:20:31,search
646,342,google,GOOGLE_SPRING24,2023-07-15 16:12:00,search
647,342,google,GOOGLE_BRAND,2023-07-23 06:38:21,search
648,344,google,GOOGLE_WELCOME,2023-08-17 13:27:52,video
649,344,google,GOOGLE_SUMMER24,2023-07-22 07:43:16,display
650,344,email,EMAIL_SPRING24,2023-08-03 18:12:45,display
651,345,google,GOOGLE_WELCOME,2023-09-02 18:31:41,social
652,345,email,EMAIL_SPRING24,2023-11-04 06:59:59,display
653,345,email,EMAIL_SPRING24,2023-10-29 22:00:12,social
654,346,instagram,INSTAGRAM_RETARGET,2023-08-01 12:58:25,social
655,346,instagram,INSTAGRAM_BRAND,2023-08-04 05:06:52,social
656,346,email,EMAIL_SPRING24,2023-07-12 12:22:45,social
657,346,google,GOOGLE_RETARGET,2023-08-27 07:26:19,video
658,346,email,EMAIL_WELCOME,2023-09-14 20:03:18,social
659,347,facebook,FACEBOOK_BRAND,2023-12-29 02:14:54,social
660,347,google,GOOGLE_RETARGET,2023-12-30 10:51:47,social
661,347,instagram,INSTAGRAM_SPRING24,2023-11-18 17:15:56,social
662,347,google,GOOGLE_WELCOME,2023-11-18 20:33:51,social
663,347,email,EMAIL_RETARGET,2023-12-19 01:46:22,video
664,348,instagram,INSTAGRAM_RETARGET,2024-04-17 12:15:10,search
665,348,email,EMAIL_BRAND,2024-04-25 02:37:36,display
666,351,instagram,INSTAGRAM_RETARGET,2024-04-02 08:37:26,video
667,352,email,EMAIL_WELCOME,2024-02-15 08:17:42,search
668,352,instagram,INSTAGRAM_BRAND,2024-03-24 17:23:14,display
669,352,email,EMAIL_SUMMER24,2024-02-16 10:35:52,search
670,352,google,GOOGLE_SPRING24,2024-03-12 00:54:30,search
671,353,email,EMAIL_SPRING24,2023-12-07 01:36:59,video
672,353,facebook,FACEBOOK_WELCOME,2023-11-28 06:33:32,search
673,353,email,EMAIL_RETARGET,2023-12-21 13:41:00,display
674,353,email,EMAIL_WELCOME,2023-11-10 10:57:36,search
675,353,email,EMAIL_RETARGET,2023-11-13 14:36:35,social
676,354,email,EMAIL_SUMMER24,2024-06-14 23:36:21,video
677,355,facebook,FACEBOOK_WELCOME,2024-04-11 22:09:35,video
678,355,instagram,INSTAGRAM_SUMMER24,2024-03-31 08:22:46,social
679,357,instagram,INSTAGRAM_BRAND,2023-08-12 06:48:08,social
680,360,google,GOOGLE_WELCOME,2023-11-04 09:50:04,video
681,361,facebook,FACEBOOK_WELCOME,2023-09-10 18:42:27,video
682,361,facebook,FACEBOOK_SPRING24,2023-07-10 04:55:37,social
683,361,email,EMAIL_SPRING24,2023-08-06 18:15:09,social
684,364,facebook,FACEBOOK_SUMMER24,2023-12-02 02:42:38,display
685,364,google,GOOGLE_SUMMER24,2023-11-09 05:47:19,social
686,367,google,GOOGLE_WELCOME,2024-05-07 06:38:06,display
687,369,facebook,FACEBOOK_WELCOME,2023-08-30 14:35:19,video
688,369,email,EMAIL_RETARGET,2023-09-16 00:12:04,video
689,369,instagram,INSTAGRAM_SPRING24,2023-09-16 19:27:01,video
690,369,google,GOOGLE_RETARGET,2023-07-21 06:48:42,video
691,370,google,GOOGLE_BRAND,2024-03-07 13:56:54,display
692,370,google,GOOGLE_SPRING24,2024-03-23 05:14:21,search
693,371,email,EMAIL_WELCOME,2024-01-29 08:15:46,search
694,371,email,EMAIL_SUMMER24,2024-03-03 23:25:07,social
695,371,email,EMAIL_RETARGET,2024-02-17 15:57:34,social
696,375,facebook,FACEBOOK_SUMMER24,2023-08-19 02:51:13,search
697,375,facebook,FACEBOOK_WELCOME,2023-08-31 04:15:18,social
698,375,facebook,FACEBOOK_SUMMER24,2023-07-30 00:52:45,social
699,376,email,EMAIL_BRAND,2023-11-11 23:22:24,video
700,377,facebook,FACEBOOK_WELCOME,2023-09-01 12:56:54,social
701,377,facebook,FACEBOOK_BRAND,2023-10-02 13:20:47,video
702,377,email,EMAIL_SUMMER24,2023-10-16 15:49:45,display
703,379,email,EMAIL_RETARGET,2024-05-10 04:36:59,display
704,379,facebook,FACEBOOK_BRAND,2024-05-19 14:56:34,search
705,379,instagram,INSTAGRAM_BRAND,2024-04-26 23:53:59,search
706,379,facebook,FACEBOOK_SPRING24,2024-04-05 14:48:07,search
707,380,facebook,FACEBOOK_RETARGET,2023-09-26 19:15:34,social
708,382,facebook,FACEBOOK_SPRING24,2024-05-26 19:29:41,display
709,382,instagram,INSTAGRAM_SPRING24,2024-06-04 00:42:08,social
710,384,google,GOOGLE_SPRING24,2024-02-03 22:51:07,search
711,385,facebook,FACEBOOK_BRAND,2023-06-22 11:21:37,search
712,385,instagram,INSTAGRAM_RETARGET,2023-06-17 15:49:42,social
713,385,facebook,FACEBOOK_SUMMER24,2023-06-14 07:02:28,display
714,386,google,GOOGLE_SPRING24,2023-09-26 02:03:53,social
715,386,facebook,FACEBOOK_SUMMER24,2023-09-01 14:45:41,social
716,386,email,EMAIL_SUMMER24,2023-10-05 23:17:03,search
717,386,email,EMAIL_SPRING24,2023-10-09 07:59:28,display
718,386,google,GOOGLE_SUMMER24,2023-08-13 00:55:37,social
719,387,email,EMAIL_WELCOME,2024-02-12 18:50:07,social
720,387,email,EMAIL_SPRING24,2024-02-08 02:30:17,display
721,387,email,EMAIL_SPRING24,2024-01-31 18:50:35,video
722,388,facebook,FACEBOOK_RETARGET,2023-08-22 00:40:55,social
723,388,email,EMAIL_RETARGET,2023-07-16 18:34:00,video
724,388,facebook,FACEBOOK_RETARGET,2023-08-14 16:04:06,social
725,388,google,GOOGLE_SUMMER24,2023-08-21 07:27:27,video
726,388,facebook,FACEBOOK_SUMMER24,2023-07-07 01:57:23,video
727,389,instagram,INSTAGRAM_BRAND,2024-03-11 15:16:27,display
728,389,google,GOOGLE_WELCOME,2024-03-23 01:01:12,search
729,389,google,GOOGLE_WELCOME,2024-02-29 11:52:45,video
730,389,email,EMAIL_WELCOME,2024-03-18 21:41:13,search
731,389,email,EMAIL_WELCOME,2024-03-26 05:02:45,display
732,390,email,EMAIL_RETARGET,2024-03-06 07:32:09,social
733,390,google,GOOGLE_SPRING24,2024-03-06 06:26:05,search
734,391,facebook,FACEBOOK_SPRING24,2024-02-29 08:52:46,video
735,391,facebook,FACEBOOK_SPRING24,2024-04-20 09:07:03,video
736,393,email,EMAIL_BRAND,2024-05-02 03:30:26,social
737,393,facebook,FACEBOOK_RETARGET,2024-05-28 21:04:29,social
738,393,facebook,FACEBOOK_BRAND,2024-06-23 21:26:45,video
739,393,google,GOOGLE_WELCOME,2024-05-05 07:18:13,social
740,393,email,EMAIL_BRAND,2024-06-17 15:13:28,video
741,395,email,EMAIL_SPRING24,2024-03-14 21:30:31,social
742,395,instagram,INSTAGRAM_SUMMER24,2024-03-28 16:50:40,display
743,395,facebook,FACEBOOK_WELCOME,2024-02-22 14:46:31,social
744,395,instagram,INSTAGRAM_BRAND,2024-02-24 22:25:13,social
745,396,google,GOOGLE_BRAND,2023-10-10 06:41:08,social
746,396,instagram,INSTAGRAM_SPRING24,2023-11-12 10:15:46,video
747,396,facebook,FACEBOOK_SPRING24,2023-10-26 18:23:07,display
748,396,facebook,FACEBOOK_RETARGET,2023-11-08 03:16:23,display
749,396,google,GOOGLE_WELCOME,2023-11-16 09:25:59,video
750,398,google,GOOGLE_RETARGET,2023-09-26 08:23:49,social
751,398,instagram,INSTAGRAM_WELCOME,2023-11-12 09:26:57,social
752,398,instagram,INSTAGRAM_SUMMER24,2023-11-11 17:54:42,display
753,398,facebook,FACEBOOK_RETARGET,2023-11-16 14:18:02,video
754,398,facebook,FACEBOOK_RETARGET,2023-09-27 06:39:32,video
755,400,facebook,FACEBOOK_RETARGET,2023-09-16 11:20:45,search
756,400,email,EMAIL_BRAND,2023-09-13 01:01:26,search
757,400,email,EMAIL_WELCOME,2023-09-14 12:02:04,video
758,400,email,EMAIL_SPRING24,2023-09-03 07:13:27,video
759,400,google,GOOGLE_RETARGET,2023-08-29 05:23:57,social
760,402,google,GOOGLE_BRAND,2024-05-07 16:08:31,social
761,402,email,EMAIL_RETARGET,2024-05-03 16:49:55,video
762,402,facebook,FACEBOOK_BRAND,2024-05-04 22:44:01,display
763,404,instagram,INSTAGRAM_SPRING24,2023-09-17 10:11:09,display
764,404,google,GOOGLE_SPRING24,2023-09-15 09:14:30,video
765,404,google,GOOGLE_WELCOME,2023-11-04 11:10:20,social
766,404,google,GOOGLE_WELCOME,2023-10-27 07:12:20,social
767,405,instagram,INSTAGRAM_RETARGET,2023-08-25 08:44:27,video
768,405,google,GOOGLE_WELCOME,2023-09-27 21:40:50,display
769,406,google,GOOGLE_RETARGET,2023-10-30 03:06:26,social
770,406,google,GOOGLE_WELCOME,2023-11-05 14:02:18,display
771,406,email,EMAIL_SUMMER24,2023-10-25 03:54:43,display
772,406,email,EMAIL_BRAND,2023-10-28 22:18:25,search
773,406,facebook,FACEBOOK_RETARGET,2023-11-05 17:34:54,search
774,407,email,EMAIL_SPRING24,2024-06-06 10:33:02,display
775,410,facebook,FACEBOOK_SUMMER24,2023-11-08 02:03:48,display
776,410,email,EMAIL_BRAND,2023-11-13 17:52:02,search
777,410,instagram,INSTAGRAM_WELCOME,2023-10-24 18:46:49,search
778,410,instagram,INSTAGRAM_WELCOME,2023-10-19 11:22:57,search
779,412,google,GOOGLE_SPRING24,2023-08-01 06:18:44,display
780,412,instagram,INSTAGRAM_WELCOME,2023-08-22 01:52:00,display
781,412,email,EMAIL_SUMMER24,2023-08-01 05:28:22,video
782,412,email,EMAIL_SPRING24,2023-08-26 19:44:05,search
783,413,email,EMAIL_SPRING24,2023-11-26 03:43:25,display
784,413,instagram,INSTAGRAM_BRAND,2023-12-20 05:08:36,search
785,413,instagram,INSTAGRAM_BRAND,2023-10-27 06:13:09,search
786,413,instagram,INSTAGRAM_SUMMER24,2023-11-23 06:53:53,video
787,415,google,GOOGLE_SUMMER24,2024-06-26 13:19:33,search
