item_id,order_id,product_id,quantity,unit_price
1151,468,44,3,38.18
1152,468,45,1,5.16
1153,468,12,2,13.76
1154,469,12,2,13.76
1155,469,29,3,15.68
1156,470,21,1,21.81
1157,471,29,2,15.68
1158,471,41,1,14.84
1159,471,40,2,12.56
1160,472,23,3,39.18
1161,473,19,2,37.65
1162,473,44,3,38.18
1163,473,40,1,12.56
1164,473,14,1,38.08
1165,474,41,1,14.84
1166,474,40,3,12.56
1167,474,7,2,42.07
1168,475,25,1,43.06
1169,475,5,2,13.14
1170,475,3,2,18.37
1171,476,5,3,13.14
1172,477,46,3,43.37
1173,477,14,1,38.08
1174,478,1,2,11.11
1175,479,25,2,43.06
1176,479,21,1,21.81
1177,480,7,3,42.07
1178,480,5,1,13.14
1179,480,1,3,11.11
1180,481,33,1,27.75
1181,481,17,1,43.73
1182,481,16,1,4.73
1183,481,1,2,11.11
1184,482,30,3,9.0
1185,482,22,3,36.8
1186,482,49,3,43.96
1187,483,3,3,18.37
1188,483,15,1,21.72
1189,483,16,1,4.73
1190,483,27,3,14.62
1191,484,23,1,39.18
1192,485,7,3,42.07
1193,485,42,3,10.18
1194,486,47,3,36.5
1195,486,1,1,11.11
1196,486,44,2,38.18
1197,486,24,1,11.0
1198,487,47,3,36.5
1199,488,25,3,43.06
1200,489,5,2,13.14
1201,489,36,3,10.19
1202,490,33,1,27.75
1203,491,35,1,27.05
1204,491,9,1,36.33
1205,491,41,3,14.84
1206,492,5,2,13.14
1207,493,9,1,36.33
1208,494,9,2,36.33
1209,494,46,2,43.37
1210,495,27,2,14.62
1211,496,26,3,32.36
1212,496,38,3,34.76
1213,496,7,1,42.07
1214,497,44,2,38.18
1215,497,48,2,30.19
1216,497,5,3,13.14
1217,497,31,1,17.64
1218,498,40,2,12.56
1219,499,1,2,11.11
1220,499,33,3,27.75
1221,499,4,2,12.34
1222,499,24,2,11.0
1223,500,6,3,35.54
1224,500,37,2,43.27
1225,501,29,2,15.68
1226,502,11,1,30.97
1227,502,30,2,9.0
1228,502,13,1,19.52
1229,502,9,2,36.33
1230,503,48,3,30.19
1231,503,22,3,36.8
1232,504,48,3,30.19
1233,505,17,2,43.73
1234,505,15,1,21.72
1235,505,13,1,19.52
1236,505,36,3,10.19
1237,506,24,3,11.0
1238,507,43,2,20.55
1239,507,34,1,14.43
1240,507,32,2,37.88
1241,508,32,2,37.88
1242,508,22,3,36.8
1243,508,30,3,9.0
1244,509,37,2,43.27
1245,509,31,2,17.64
1246,509,18,3,43.99
1247,510,6,2,35.54
1248,510,12,2,13.76
1249,511,22,1,36.8
1250,512,8,1,17.61
1251,512,16,2,4.73
1252,513,8,2,17.61
1253,513,19,3,37.65
1254,513,4,3,12.34
1255,513,43,3,20.55
1256,514,29,3,15.68
1257,515,35,3,27.05
1258,516,6,1,35.54
1259,516,36,1,10.19
1260,516,18,2,43.99
1261,516,21,3,21.81
1262,517,44,1,38.18
1263,517,42,1,10.18
1264,517,32,2,37.88
1265,518,22,2,36.8
1266,518,48,2,30.19
1267,518,10,2,17.69
1268,518,15,1,21.72
1269,519,49,3,43.96
753,310,9,1,36.33
667,273,36,1,10.19
1064,435,38,1,34.76
94,39,41,2,14.84
75,30,41,2,14.84
52,19,40,1,12.56
312,123,13,2,19.52
991,407,3,2,18.37
365,146,44,1,38.18
263,106,32,3,37.88
