order_id,user_id,session_id,total_amount,discount_amount,created_at,status
481,477,1414,98.43,,2024-07-02 21:03:01,completed
482,477,1415,269.28,0,2024-05-29 12:22:37,refunded
483,478,1417,125.42,37.63,2024-02-22 09:08:15,completed
484,480,1420,39.18,3.92,2024-02-04 07:01:47,completed
485,480,1425,156.75,,2024-06-09 20:51:27,refunded
486,480,1424,207.97,0,2024-06-02 01:30:50,cancelled
487,480,1421,109.5,0,2024-04-22 17:17:42,cancelled
488,480,1426,129.18,0,2024-02-27 00:25:49,refunded
489,481,1427,56.85,0,2023-09-27 00:55:19,refunded
490,482,1429,27.75,2.78,2023-09-22 16:40:50,completed
491,482,1428,107.9,,2024-03-17 05:28:48,completed
492,483,1430,26.28,0,2023-08-30 20:32:46,refunded
493,484,1432,36.33,0,2024-01-02 22:08:47,refunded
494,484,1433,159.4,0,2024-01-26 09:21:37,completed
495,485,1436,29.24,0,2023-06-11 05:48:59,completed
496,487,1444,243.43,48.69,2024-05-16 03:22:06,pending
497,487,1445,193.8,,2024-05-23 17:36:41,completed
498,489,1456,25.12,,2024-06-24 01:10:47,completed
499,489,1454,152.15,0,2024-05-16 11:29:36,pending
500,490,1459,193.16,,2024-05-15 01:28:57,pending
501,490,1458,31.36,,2024-05-06 16:43:50,completed
502,491,1463,141.15,,2023-11-16 13:48:47,completed
503,491,1461,200.97,,2024-03-21 10:59:32,pending
504,492,1464,90.57,,2024-03-04 05:43:00,refunded
505,492,1466,159.27,0,2024-05-28 21:28:11,refunded
506,492,1465,33.0,5,2023-12-11 02:56:31,completed
507,493,1470,131.29,,2024-05-15 03:46:44,completed
508,493,1468,213.16,0,2024-06-20 17:25:15,refunded
509,494,1473,253.79,0,2023-11-15 21:56:48,pending
510,494,1471,98.6,0,2024-02-20 22:05:25,completed
511,494,1472,36.8,0,2023-09-03 21:21:18,completed
512,495,1478,27.07,,2024-07-03 15:10:05,pending
513,496,1479,246.84,24.68,2024-01-13 05:03:37,completed
514,497,1485,47.04,0,2024-06-11 10:32:47,completed
515,497,1486,81.15,,2024-07-02 20:41:22,completed
516,498,1488,199.14,29.87,2023-08-02 02:19:00,refunded
517,498,1487,124.12,18.62,2023-11-15 05:11:34,completed
518,498,1491,191.08,0,2024-05-30 03:40:51,completed
519,499,1493,131.88,0,2024-04-18 08:49:35,completed
