session_id,user_id,utm_source,utm_medium,utm_campaign,bounced,duration_s,device
525,183,google,cpc,GOOGLE_RETARGET,False,223,mobile
526,183,facebook,social,FACEBOOK_SUMMER24,False,1233,desktop
527,183,facebook,social,FACEBOOK_RETARGET,False,585,tablet
528,183,facebook,social,FACEBOOK_RETARGET,False,1380,desktop
529,184,facebook,social,FACEBOOK_RETARGET,True,0,desktop
530,184,instagram,social,INSTAGRAM_SUMMER24,True,0,tablet
531,184,email,email,EMAIL_RETARGET,False,381,tablet
532,184,google,cpc,GOOGLE_BRAND,False,1571,tablet
533,184,instagram,social,INSTAGRAM_RETARGET,True,0,tablet
534,184,instagram,social,INSTAGRAM_WELCOME,False,1672,tablet
535,184,,,,False,258,desktop
536,184,facebook,social,FACEBOOK_RETARGET,True,0,mobile
537,185,,,,False,654,desktop
538,185,organic,organic,,False,1149,tablet
539,185,instagram,social,INSTAGRAM_SUMMER24,False,816,tablet
540,186,email,email,EMAIL_WELCOME,False,72,mobile
541,186,facebook,social,FACEBOOK_BRAND,True,0,tablet
542,186,facebook,social,FACEBOOK_RETARGET,False,746,mobile
543,186,facebook,social,FACEBOOK_WELCOME,False,1424,desktop
544,186,facebook,social,FACEBOOK_SPRING24,False,91,desktop
545,186,,,,False,1219,desktop
546,186,organic,organic,,False,215,mobile
547,187,facebook,social,FACEBOOK_BRAND,False,1381,tablet
548,187,facebook,social,FACEBOOK_RETARGET,True,0,tablet
549,187,direct,,,False,112,tablet
550,187,email,email,EMAIL_BRAND,False,203,tablet
551,188,facebook,social,FACEBOOK_BRAND,False,988,desktop
552,189,instagram,social,INSTAGRAM_WELCOME,False,1120,desktop
553,189,facebook,social,FACEBOOK_BRAND,False,1578,mobile
554,189,direct,,,True,0,tablet
555,189,facebook,social,FACEBOOK_BRAND,False,1761,desktop
556,190,instagram,social,INSTAGRAM_WELCOME,False,507,tablet
557,190,,,,False,146,desktop
558,190,email,email,EMAIL_SUMMER24,True,0,tablet
559,190,instagram,social,INSTAGRAM_SPRING24,True,0,mobile
560,190,email,email,EMAIL_WELCOME,False,1161,desktop
561,190,google,cpc,GOOGLE_WELCOME,True,0,desktop
562,191,organic,organic,,True,0,mobile
563,191,email,email,EMAIL_SPRING24,False,186,desktop
564,191,,,,False,1361,desktop
565,191,facebook,social,FACEBOOK_BRAND,False,262,tablet
566,192,facebook,social,FACEBOOK_SPRING24,True,0,mobile
567,192,email,email,EMAIL_WELCOME,False,1524,tablet
568,192,facebook,social,FACEBOOK_RETARGET,True,0,mobile
569,192,google,cpc,GOOGLE_WELCOME,False,535,mobile
570,192,instagram,social,INSTAGRAM_SPRING24,False,882,mobile
571,192,direct,,,False,1480,desktop
572,192,organic,organic,,False,86,tablet
573,193,organic,organic,,False,505,desktop
574,193,organic,organic,,False,1678,tablet
575,193,facebook,social,FACEBOOK_RETARGET,False,819,desktop
576,193,google,cpc,GOOGLE_SUMMER24,False,1775,desktop
577,194,email,email,EMAIL_RETARGET,False,576,desktop
578,194,organic,organic,,False,696,mobile
579,194,google,cpc,GOOGLE_WELCOME,False,735,tablet
580,195,instagram,social,INSTAGRAM_SPRING24,False,1328,tablet
581,195,email,email,EMAIL_SUMMER24,True,0,mobile
582,195,facebook,social,FACEBOOK_BRAND,True,0,mobile
583,195,instagram,social,INSTAGRAM_SUMMER24,False,1419,desktop
584,195,instagram,social,INSTAGRAM_SUMMER24,True,0,tablet
585,196,email,email,EMAIL_SUMMER24,True,0,desktop
586,196,facebook,social,FACEBOOK_RETARGET,False,1183,mobile
587,196,direct,,,True,0,tablet
588,197,instagram,social,INSTAGRAM_RETARGET,False,320,desktop
589,197,,,,False,906,desktop
590,197,instagram,social,INSTAGRAM_SUMMER24,False,405,desktop
591,197,email,email,EMAIL_RETARGET,True,0,mobile
592,197,google,cpc,GOOGLE_WELCOME,False,402,desktop
593,198,facebook,social,FACEBOOK_WELCOME,True,0,desktop
594,198,facebook,social,FACEBOOK_RETARGET,True,0,desktop
595,198,direct,,,False,449,tablet
596,198,organic,organic,,True,0,mobile
597,199,facebook,social,FACEBOOK_SUMMER24,False,740,tablet
598,199,organic,organic,,False,,tablet
599,199,facebook,social,FACEBOOK_RETARGET,False,285,tablet
600,200,facebook,social,FACEBOOK_BRAND,False,709,mobile
601,201,instagram,social,INSTAGRAM_WELCOME,True,0,mobile
602,202,direct,,,False,895,desktop
603,202,instagram,social,INSTAGRAM_RETARGET,False,661,desktop
604,202,organic,organic,,False,1318,mobile
605,202,google,cpc,GOOGLE_SUMMER24,True,0,desktop
606,202,google,cpc,GOOGLE_RETARGET,False,1028,desktop
607,202,instagram,social,INSTAGRAM_RETARGET,True,0,tablet
608,202,google,cpc,GOOGLE_SPRING24,True,0,desktop
609,203,email,email,EMAIL_WELCOME,False,1373,tablet
610,204,instagram,social,INSTAGRAM_BRAND,True,0,mobile
611,204,email,email,EMAIL_SPRING24,False,68,tablet
612,204,facebook,social,FACEBOOK_BRAND,False,232,mobile
613,204,google,cpc,GOOGLE_RETARGET,False,566,mobile
614,204,direct,,,False,680,tablet
615,204,organic,organic,,True,0,mobile
616,204,organic,organic,,False,128,tablet
617,204,facebook,social,FACEBOOK_RETARGET,True,0,mobile
618,205,google,cpc,GOOGLE_SUMMER24,True,0,desktop
619,205,organic,organic,,False,330,desktop
620,205,organic,organic,,False,1417,desktop
621,205,email,email,EMAIL_BRAND,True,0,desktop
622,205,instagram,social,INSTAGRAM_BRAND,False,199,desktop
623,205,instagram,social,INSTAGRAM_RETARGET,True,0,tablet
624,205,direct,,,False,1476,desktop
625,206,google,cpc,GOOGLE_RETARGET,False,1656,mobile
626,206,organic,organic,,False,524,desktop
627,206,organic,organic,,False,1066,desktop
628,207,organic,organic,,False,533,tablet
629,207,email,email,EMAIL_SPRING24,True,0,tablet
630,208,,,,False,1457,tablet
631,208,instagram,social,INSTAGRAM_RETARGET,False,557,mobile
632,209,email,email,EMAIL_BRAND,True,0,tablet
633,210,google,cpc,GOOGLE_RETARGET,True,0,mobile
634,211,organic,organic,,False,1539,desktop
635,211,organic,organic,,False,753,tablet
636,211,facebook,social,FACEBOOK_WELCOME,True,0,mobile
637,212,email,email,EMAIL_SUMMER24,False,443,mobile
638,213,direct,,,False,191,desktop
639,213,instagram,social,INSTAGRAM_SPRING24,True,0,mobile
640,213,organic,organic,,False,,desktop
641,214,facebook,social,FACEBOOK_RETARGET,True,0,mobile
642,214,organic,organic,,False,866,tablet
643,214,organic,organic,,False,610,desktop
644,215,organic,organic,,False,1687,mobile
645,215,google,cpc,GOOGLE_SPRING24,False,661,desktop
646,216,,,,False,1338,tablet
647,216,google,cpc,GOOGLE_WELCOME,False,976,mobile
648,216,google,cpc,GOOGLE_WELCOME,False,1762,tablet
649,216,google,cpc,GOOGLE_WELCOME,False,814,tablet
650,216,organic,organic,,False,1652,mobile
651,216,google,cpc,GOOGLE_SPRING24,False,279,mobile
652,217,email,email,EMAIL_RETARGET,False,443,mobile
653,217,,,,True,0,tablet
654,217,email,email,EMAIL_WELCOME,False,1279,tablet
655,218,direct,,,False,1592,desktop
656,219,organic,organic,,True,0,mobile
657,219,email,email,EMAIL_SPRING24,False,1615,mobile
658,219,google,cpc,GOOGLE_SPRING24,True,0,mobile
659,219,,,,False,919,desktop
660,219,google,cpc,GOOGLE_WELCOME,False,297,mobile
661,219,direct,,,True,0,desktop
662,220,google,cpc,GOOGLE_WELCOME,False,1560,tablet
663,220,google,cpc,GOOGLE_BRAND,False,482,desktop
664,221,direct,,,False,1412,mobile
665,221,google,cpc,GOOGLE_SPRING24,False,1074,mobile
666,222,,,,True,0,mobile
667,222,,,,False,1308,tablet
668,223,instagram,social,INSTAGRAM_BRAND,False,1492,desktop
669,223,email,email,EMAIL_BRAND,False,315,desktop
670,223,google,cpc,GOOGLE_BRAND,False,1281,tablet
671,223,direct,,,False,419,mobile
672,223,instagram,social,INSTAGRAM_RETARGET,False,1530,tablet
673,224,google,cpc,GOOGLE_BRAND,False,1082,tablet
674,224,google,cpc,GOOGLE_BRAND,False,509,desktop
675,224,,,,True,0,desktop
676,224,organic,organic,,False,112,mobile
677,224,facebook,social,FACEBOOK_SPRING24,False,498,tablet
678,224,organic,organic,,False,1377,tablet
679,224,facebook,social,FACEBOOK_WELCOME,False,1684,tablet
680,224,organic,organic,,False,522,tablet
681,225,instagram,social,INSTAGRAM_SUMMER24,False,1711,mobile
682,225,instagram,social,INSTAGRAM_SUMMER24,False,928,tablet
683,225,instagram,social,INSTAGRAM_BRAND,False,823,tablet
684,226,direct,,,False,1513,mobile
685,226,instagram,social,INSTAGRAM_RETARGET,False,279,tablet
686,227,organic,organic,,False,81,tablet
687,227,,,,False,240,tablet
688,227,google,cpc,GOOGLE_SUMMER24,True,0,desktop
689,227,facebook,social,FACEBOOK_RETARGET,True,0,mobile
690,227,email,email,EMAIL_RETARGET,True,0,desktop
691,228,google,cpc,GOOGLE_RETARGET,True,0,tablet
692,228,google,cpc,GOOGLE_SPRING24,False,1188,desktop
693,228,email,email,EMAIL_RETARGET,False,1722,mobile
694,228,organic,organic,,False,1381,tablet
695,228,google,cpc,GOOGLE_BRAND,False,853,desktop
696,228,organic,organic,,False,922,tablet
697,229,organic,organic,,False,1645,desktop
698,230,organic,organic,,True,0,tablet
699,230,organic,organic,,True,0,tablet
700,230,google,cpc,GOOGLE_RETARGET,False,53,tablet
701,231,facebook,social,FACEBOOK_SUMMER24,True,0,tablet
702,232,instagram,social,INSTAGRAM_BRAND,False,837,desktop
703,232,,,,True,0,mobile
704,232,instagram,social,INSTAGRAM_RETARGET,True,0,mobile
705,232,organic,organic,,False,389,mobile
706,232,facebook,social,FACEBOOK_RETARGET,False,135,desktop
707,233,google,cpc,GOOGLE_RETARGET,True,0,mobile
708,234,facebook,social,FACEBOOK_SPRING24,True,0,mobile
709,234,organic,organic,,False,1555,mobile
710,235,instagram,social,INSTAGRAM_RETARGET,True,0,mobile
711,236,,,,False,1215,mobile
712,236,organic,organic,,True,0,tablet
713,237,direct,,,False,306,mobile
714,237,instagram,social,INSTAGRAM_RETARGET,False,1151,mobile
715,238,organic,organic,,True,0,mobile
716,238,facebook,social,FACEBOOK_WELCOME,False,793,tablet
717,238,organic,organic,,False,108,tablet
718,238,facebook,social,FACEBOOK_RETARGET,False,1715,tablet
719,238,,,,False,1657,tablet
720,239,facebook,social,FACEBOOK_RETARGET,True,0,tablet
721,239,facebook,social,FACEBOOK_RETARGET,False,,tablet
722,239,organic,organic,,True,0,desktop
723,239,direct,,,False,1441,desktop
724,239,google,cpc,GOOGLE_SPRING24,False,1719,desktop
725,239,google,cpc,GOOGLE_RETARGET,False,748,tablet
726,239,google,cpc,GOOGLE_WELCOME,False,,tablet
727,240,organic,organic,,False,407,tablet
728,241,organic,organic,,True,0,desktop
729,241,facebook,social,FACEBOOK_WELCOME,False,1456,mobile
730,241,google,cpc,GOOGLE_RETARGET,True,0,desktop
731,242,google,cpc,GOOGLE_SUMMER24,False,1173,tablet
732,242,google,cpc,GOOGLE_BRAND,True,0,mobile
733,242,facebook,social,FACEBOOK_BRAND,False,1086,desktop
734,243,direct,,,False,532,desktop
735,244,organic,organic,,False,121,desktop
736,245,facebook,social,FACEBOOK_BRAND,False,755,mobile
737,245,organic,organic,,True,0,desktop
738,246,google,cpc,GOOGLE_SUMMER24,False,1186,tablet
739,246,,,,True,0,mobile
740,246,google,cpc,GOOGLE_WELCOME,True,0,tablet
741,247,instagram,social,INSTAGRAM_SPRING24,False,1297,desktop
742,248,facebook,social,FACEBOOK_WELCOME,False,1697,mobile
743,249,organic,organic,,False,210,tablet
744,249,google,cpc,GOOGLE_SPRING24,False,787,tablet
745,249,email,email,EMAIL_SPRING24,False,920,tablet
746,249,instagram,social,INSTAGRAM_SPRING24,False,1160,desktop
747,249,google,cpc,GOOGLE_RETARGET,True,0,tablet
748,249,organic,organic,,True,0,desktop
749,249,email,email,EMAIL_BRAND,False,710,tablet
750,250,instagram,social,INSTAGRAM_BRAND,True,0,mobile
751,250,organic,organic,,True,0,mobile
752,250,google,cpc,GOOGLE_BRAND,True,0,desktop
753,250,organic,organic,,False,512,mobile
754,251,organic,organic,,False,1349,desktop
755,252,email,email,EMAIL_SUMMER24,False,1250,desktop
756,252,instagram,social,INSTAGRAM_SUMMER24,True,0,tablet
757,252,,,,True,0,mobile
758,253,email,email,EMAIL_WELCOME,True,0,desktop
759,253,organic,organic,,False,1199,desktop
760,253,facebook,social,FACEBOOK_WELCOME,True,0,desktop
761,254,instagram,social,INSTAGRAM_SPRING24,False,1434,tablet
762,254,facebook,social,FACEBOOK_WELCOME,False,784,mobile
763,254,facebook,social,FACEBOOK_SPRING24,False,1151,desktop
764,254,google,cpc,GOOGLE_BRAND,False,752,mobile
765,254,google,cpc,GOOGLE_SUMMER24,True,0,desktop
766,255,,,,True,0,mobile
767,255,,,,False,791,mobile
768,255,,,,True,0,desktop
769,255,direct,,,False,903,mobile
770,256,email,email,EMAIL_SUMMER24,False,1437,tablet
771,257,direct,,,False,1764,mobile
772,257,facebook,social,FACEBOOK_WELCOME,False,1758,tablet
773,258,organic,organic,,False,1634,mobile
774,258,instagram,social,INSTAGRAM_BRAND,False,1077,desktop
775,258,instagram,social,INSTAGRAM_RETARGET,False,1028,tablet
776,258,organic,organic,,False,1345,mobile
777,258,instagram,social,INSTAGRAM_SUMMER24,False,641,desktop
778,258,google,cpc,GOOGLE_WELCOME,True,0,mobile
779,259,facebook,social,FACEBOOK_BRAND,False,1210,tablet
780,260,instagram,social,INSTAGRAM_RETARGET,False,1662,desktop
781,260,google,cpc,GOOGLE_RETARGET,True,0,tablet
782,260,facebook,social,FACEBOOK_SPRING24,False,1042,tablet
783,261,,,,True,0,mobile
784,262,google,cpc,GOOGLE_WELCOME,True,0,tablet
785,262,google,cpc,GOOGLE_BRAND,False,1766,tablet
786,262,google,cpc,GOOGLE_WELCOME,False,724,desktop
787,263,email,email,EMAIL_SPRING24,False,1064,mobile
788,263,facebook,social,FACEBOOK_SUMMER24,False,1071,tablet
789,263,organic,organic,,False,1636,mobile
790,263,email,email,EMAIL_RETARGET,True,0,desktop
791,263,google,cpc,GOOGLE_SUMMER24,False,277,tablet
792,263,instagram,social,INSTAGRAM_WELCOME,False,873,desktop
793,263,facebook,social,FACEBOOK_BRAND,True,0,mobile
794,264,direct,,,False,1651,tablet
795,264,direct,,,True,0,desktop
796,264,instagram,social,INSTAGRAM_SUMMER24,False,688,desktop
797,264,,,,True,0,tablet
798,264,google,cpc,GOOGLE_BRAND,False,397,desktop
799,264,google,cpc,GOOGLE_WELCOME,False,158,desktop
800,265,facebook,social,FACEBOOK_RETARGET,False,241,desktop
801,265,email,email,EMAIL_RETARGET,False,1787,mobile
802,266,google,cpc,GOOGLE_BRAND,False,1218,tablet
803,266,facebook,social,FACEBOOK_SPRING24,False,927,desktop
804,267,instagram,social,INSTAGRAM_BRAND,False,957,mobile
805,267,facebook,social,FACEBOOK_RETARGET,False,1740,desktop
806,267,organic,organic,,False,373,mobile
807,268,instagram,social,INSTAGRAM_RETARGET,False,390,mobile
808,268,organic,organic,,True,0,mobile
809,268,direct,,,False,151,tablet
810,268,google,cpc,GOOGLE_RETARGET,False,1575,desktop
811,268,email,email,EMAIL_BRAND,False,682,mobile
812,268,google,cpc,GOOGLE_SPRING24,False,164,tablet
813,269,facebook,social,FACEBOOK_RETARGET,False,827,desktop
814,269,organic,organic,,True,0,tablet
815,269,instagram,social,INSTAGRAM_RETARGET,True,0,tablet
816,269,facebook,social,FACEBOOK_RETARGET,True,0,desktop
817,270,email,email,EMAIL_BRAND,True,0,desktop
818,270,instagram,social,INSTAGRAM_RETARGET,True,0,tablet
819,270,google,cpc,GOOGLE_WELCOME,True,0,desktop
820,270,google,cpc,GOOGLE_SPRING24,False,1105,tablet
821,270,email,email,EMAIL_BRAND,False,1482,mobile
822,271,instagram,social,INSTAGRAM_BRAND,True,0,desktop
823,271,,,,True,0,mobile
824,272,,,,True,0,tablet
825,273,email,email,EMAIL_SUMMER24,False,105,mobile
826,274,organic,organic,,True,0,mobile
827,274,facebook,social,FACEBOOK_RETARGET,True,0,mobile
828,274,facebook,social,FACEBOOK_SUMMER24,True,0,tablet
829,274,google,cpc,GOOGLE_SUMMER24,False,150,desktop
830,274,facebook,social,FACEBOOK_SPRING24,False,856,tablet
831,275,organic,organic,,False,1756,desktop
832,275,organic,organic,,False,1441,tablet
833,276,organic,organic,,False,666,tablet
834,277,google,cpc,GOOGLE_BRAND,False,1061,mobile
835,277,organic,organic,,False,491,mobile
836,278,instagram,social,INSTAGRAM_SUMMER24,False,137,desktop
837,278,google,cpc,GOOGLE_RETARGET,True,0,mobile
838,279,organic,organic,,False,1528,mobile
839,280,email,email,EMAIL_SPRING24,False,864,desktop
840,281,,,,True,0,tablet
841,281,direct,,,True,0,tablet
842,281,organic,organic,,False,796,mobile
843,281,organic,organic,,True,0,desktop
844,282,google,cpc,GOOGLE_SUMMER24,False,272,tablet
845,283,facebook,social,FACEBOOK_SPRING24,False,971,tablet
846,283,facebook,social,FACEBOOK_SUMMER24,False,635,desktop
847,283,facebook,social,FACEBOOK_RETARGET,True,0,desktop
848,284,instagram,social,INSTAGRAM_RETARGET,False,1520,mobile
849,284,,,,False,890,desktop
850,285,organic,organic,,True,0,desktop
851,285,facebook,social,FACEBOOK_WELCOME,False,1256,desktop
852,285,organic,organic,,True,0,mobile
853,286,instagram,social,INSTAGRAM_WELCOME,False,866,tablet
854,287,facebook,social,FACEBOOK_BRAND,True,0,mobile
855,287,facebook,social,FACEBOOK_BRAND,True,0,desktop
856,288,direct,,,False,1015,desktop
857,288,google,cpc,GOOGLE_RETARGET,False,1521,desktop
858,288,,,,False,72,tablet
859,288,facebook,social,FACEBOOK_RETARGET,False,316,tablet
860,288,direct,,,True,0,mobile
861,288,organic,organic,,False,1461,mobile
862,288,direct,,,True,0,desktop
863,289,instagram,social,INSTAGRAM_BRAND,False,798,tablet
864,290,direct,,,True,0,tablet
865,290,email,email,EMAIL_SUMMER24,True,0,mobile
866,291,organic,organic,,True,0,mobile
867,291,google,cpc,GOOGLE_SPRING24,False,870,tablet
868,291,organic,organic,,True,0,desktop
869,291,organic,organic,,True,0,mobile
870,291,,,,False,395,tablet
871,291,email,email,EMAIL_SUMMER24,True,0,desktop
872,292,,,,False,788,mobile
873,292,google,cpc,GOOGLE_SUMMER24,False,1392,mobile
874,293,direct,,,False,100,tablet
875,294,organic,organic,,False,1574,desktop
876,294,email,email,EMAIL_BRAND,False,774,desktop
877,294,email,email,EMAIL_WELCOME,False,790,desktop
878,294,facebook,social,FACEBOOK_SPRING24,True,0,tablet
879,295,google,cpc,GOOGLE_SPRING24,False,587,mobile
880,295,instagram,social,INSTAGRAM_RETARGET,False,1367,tablet
881,296,google,cpc,GOOGLE_WELCOME,False,1668,tablet
882,296,facebook,social,FACEBOOK_RETARGET,False,1269,desktop
883,296,direct,,,False,1363,mobile
884,296,facebook,social,FACEBOOK_SUMMER24,False,1796,tablet
885,296,google,cpc,GOOGLE_RETARGET,False,632,tablet
886,296,google,cpc,GOOGLE_RETARGET,False,1002,mobile
887,296,google,cpc,GOOGLE_SPRING24,True,0,tablet
888,297,direct,,,True,0,desktop
889,298,google,cpc,GOOGLE_SUMMER24,False,1312,mobile
890,298,facebook,social,FACEBOOK_SUMMER24,False,1584,mobile
891,298,facebook,social,FACEBOOK_RETARGET,False,1622,desktop
892,299,facebook,social,FACEBOOK_WELCOME,True,0,mobile
893,299,email,email,EMAIL_SUMMER24,False,252,mobile
894,299,direct,,,True,0,mobile
895,299,instagram,social,INSTAGRAM_RETARGET,False,669,tablet
896,299,instagram,social,INSTAGRAM_BRAND,False,233,tablet
897,300,google,cpc,GOOGLE_WELCOME,False,1038,mobile
898,300,facebook,social,FACEBOOK_SPRING24,False,647,tablet
899,300,facebook,social,FACEBOOK_BRAND,False,1712,desktop
900,300,,,,False,327,mobile
901,300,organic,organic,,False,1449,mobile
902,301,facebook,social,FACEBOOK_SUMMER24,False,1137,desktop
903,301,instagram,social,INSTAGRAM_WELCOME,False,815,tablet
904,301,facebook,social,FACEBOOK_SUMMER24,False,1137,mobile
905,301,email,email,EMAIL_BRAND,False,125,tablet
906,301,instagram,social,INSTAGRAM_SUMMER24,False,919,desktop
907,302,google,cpc,GOOGLE_SUMMER24,False,33,tablet
908,302,organic,organic,,False,317,desktop
909,302,direct,,,True,0,desktop
910,302,,,,False,708,mobile
911,302,organic,organic,,True,0,mobile
912,302,facebook,social,FACEBOOK_WELCOME,False,368,desktop
913,303,organic,organic,,True,0,desktop
914,303,organic,organic,,True,0,tablet
915,303,facebook,social,FACEBOOK_SPRING24,True,0,mobile
916,303,organic,organic,,False,475,tablet
917,304,facebook,social,FACEBOOK_SPRING24,False,385,tablet
918,304,facebook,social,FACEBOOK_SUMMER24,True,0,mobile
919,304,google,cpc,GOOGLE_SPRING24,False,1689,tablet
920,304,google,cpc,GOOGLE_BRAND,False,1691,mobile
921,304,direct,,,True,0,tablet
922,304,google,cpc,GOOGLE_RETARGET,False,266,tablet
923,304,organic,organic,,True,0,desktop
924,304,google,cpc,GOOGLE_SPRING24,False,759,mobile
925,305,facebook,social,FACEBOOK_SPRING24,False,1078,desktop
926,305,instagram,social,INSTAGRAM_BRAND,False,655,desktop
927,306,google,cpc,GOOGLE_SPRING24,False,106,mobile
928,306,facebook,social,FACEBOOK_SUMMER24,False,1248,tablet
929,306,facebook,social,FACEBOOK_BRAND,False,1141,desktop
930,307,instagram,social,INSTAGRAM_SPRING24,False,1400,tablet
931,307,instagram,social,INSTAGRAM_SPRING24,False,566,tablet
932,307,google,cpc,GOOGLE_WELCOME,False,1341,tablet
933,308,facebook,social,FACEBOOK_RETARGET,False,1251,desktop
934,309,organic,organic,,False,689,desktop
935,310,google,cpc,GOOGLE_SUMMER24,True,0,mobile
936,310,,,,False,1618,mobile
937,310,organic,organic,,False,1697,mobile
938,310,facebook,social,FACEBOOK_BRAND,False,1144,mobile
939,310,google,cpc,GOOGLE_RETARGET,True,0,tablet
940,310,organic,organic,,False,839,mobile
941,311,instagram,social,INSTAGRAM_SUMMER24,False,307,tablet
942,312,direct,,,True,0,tablet
943,313,google,cpc,GOOGLE_WELCOME,False,1043,desktop
944,313,facebook,social,FACEBOOK_SPRING24,False,847,mobile
945,314,organic,organic,,False,353,mobile
946,314,facebook,social,FACEBOOK_RETARGET,False,36,desktop
947,314,instagram,social,INSTAGRAM_SUMMER24,False,1069,tablet
948,315,google,cpc,GOOGLE_SPRING24,False,1717,tablet
949,315,organic,organic,,False,515,tablet
950,315,direct,,,False,101,mobile
951,315,direct,,,False,373,mobile
952,315,facebook,social,FACEBOOK_SPRING24,False,791,mobile
953,315,,,,False,1584,desktop
954,316,facebook,social,FACEBOOK_SPRING24,False,1179,desktop
955,317,direct,,,False,132,tablet
956,317,facebook,social,FACEBOOK_WELCOME,True,0,desktop
957,317,instagram,social,INSTAGRAM_SPRING24,True,0,desktop
958,317,google,cpc,GOOGLE_BRAND,False,856,desktop
959,317,google,cpc,GOOGLE_WELCOME,True,0,desktop
960,317,facebook,social,FACEBOOK_RETARGET,False,1113,mobile
961,318,email,email,EMAIL_SUMMER24,True,0,tablet
962,318,google,cpc,GOOGLE_SUMMER24,True,0,desktop
963,318,google,cpc,GOOGLE_RETARGET,False,79,mobile
964,318,instagram,social,INSTAGRAM_WELCOME,True,0,desktop
965,318,instagram,social,INSTAGRAM_SUMMER24,False,1580,desktop
966,318,organic,organic,,False,1705,mobile
967,318,google,cpc,GOOGLE_SPRING24,True,0,desktop
968,318,google,cpc,GOOGLE_SUMMER24,True,0,desktop
969,319,organic,organic,,False,607,mobile
970,319,facebook,social,FACEBOOK_SUMMER24,False,397,mobile
971,320,organic,organic,,False,985,mobile
972,320,organic,organic,,True,0,tablet
973,320,facebook,social,FACEBOOK_SUMMER24,False,575,mobile
974,320,google,cpc,GOOGLE_SUMMER24,True,0,mobile
975,320,instagram,social,INSTAGRAM_WELCOME,False,488,desktop
976,321,instagram,social,INSTAGRAM_SPRING24,False,566,desktop
977,321,instagram,social,INSTAGRAM_WELCOME,False,387,mobile
978,322,google,cpc,GOOGLE_RETARGET,False,1257,mobile
979,322,,,,False,213,tablet
980,322,facebook,social,FACEBOOK_WELCOME,False,1221,desktop
981,323,google,cpc,GOOGLE_RETARGET,True,0,mobile
982,324,google,cpc,GOOGLE_SUMMER24,True,0,desktop
983,325,direct,,,False,986,mobile
984,325,organic,organic,,True,0,mobile
985,325,organic,organic,,True,0,tablet
986,325,,,,False,908,desktop
987,325,direct,,,True,0,tablet
988,325,organic,organic,,True,0,mobile
989,326,email,email,EMAIL_SUMMER24,False,829,tablet
990,326,,,,False,801,desktop
991,326,organic,organic,,True,0,mobile
992,326,organic,organic,,False,33,tablet
993,326,instagram,social,INSTAGRAM_BRAND,True,0,mobile
994,326,organic,organic,,False,365,tablet
995,326,facebook,social,FACEBOOK_SUMMER24,False,583,desktop
996,327,organic,organic,,True,0,mobile
997,327,google,cpc,GOOGLE_WELCOME,False,770,tablet
998,327,facebook,social,FACEBOOK_SUMMER24,False,1267,mobile
999,327,email,email,EMAIL_WELCOME,True,0,desktop
1000,327,facebook,social,FACEBOOK_SPRING24,False,1792,tablet
1001,328,organic,organic,,False,542,tablet
1002,329,email,email,EMAIL_SUMMER24,False,432,desktop
1003,329,instagram,social,INSTAGRAM_RETARGET,False,996,mobile
1004,329,google,cpc,GOOGLE_SUMMER24,True,0,desktop
1005,330,organic,organic,,True,0,mobile
1006,330,email,email,EMAIL_BRAND,True,0,mobile
1007,330,instagram,social,INSTAGRAM_RETARGET,False,839,tablet
1008,330,organic,organic,,False,1250,desktop
1009,330,google,cpc,GOOGLE_SPRING24,False,1334,mobile
1010,330,email,email,EMAIL_WELCOME,True,0,tablet
1011,330,email,email,EMAIL_SPRING24,False,232,desktop
1012,331,google,cpc,GOOGLE_RETARGET,False,924,desktop
1013,331,instagram,social,INSTAGRAM_SUMMER24,True,0,tablet
1014,331,organic,organic,,True,0,mobile
1015,331,organic,organic,,True,0,desktop
1016,331,google,cpc,GOOGLE_SUMMER24,True,0,desktop
1017,332,organic,organic,,True,0,tablet
1018,332,organic,organic,,False,245,mobile
1019,333,,,,False,257,mobile
1020,334,google,cpc,GOOGLE_RETARGET,False,1243,desktop
1021,334,direct,,,False,602,mobile
1022,334,direct,,,False,1675,mobile
1023,334,direct,,,False,315,desktop
1024,334,organic,organic,,False,994,mobile
1025,334,instagram,social,INSTAGRAM_WELCOME,True,0,desktop
1026,335,email,email,EMAIL_WELCOME,False,883,desktop
1027,335,email,email,EMAIL_WELCOME,True,0,tablet
1028,335,facebook,social,FACEBOOK_BRAND,False,1108,tablet
1029,335,facebook,social,FACEBOOK_BRAND,False,1094,tablet
1030,335,organic,organic,,True,0,mobile
1031,335,,,,False,288,mobile
1032,335,facebook,social,FACEBOOK_SUMMER24,False,310,tablet
1033,335,facebook,social,FACEBOOK_SUMMER24,True,0,mobile
1034,336,organic,organic,,False,68,desktop
1035,337,organic,organic,,True,0,tablet
1036,337,google,cpc,GOOGLE_WELCOME,True,0,mobile
1037,338,email,email,EMAIL_RETARGET,True,0,mobile
1038,339,email,email,EMAIL_WELCOME,False,1494,tablet
1039,339,google,cpc,GOOGLE_SPRING24,True,0,tablet
1040,340,google,cpc,GOOGLE_SUMMER24,True,0,desktop
1041,341,organic,organic,,False,1186,tablet
1042,341,instagram,social,INSTAGRAM_SUMMER24,True,0,mobile
1043,341,,,,True,0,tablet
1044,342,google,cpc,GOOGLE_BRAND,False,173,desktop
1045,343,email,email,EMAIL_SUMMER24,True,0,desktop
1046,343,google,cpc,GOOGLE_SPRING24,True,0,desktop
